Trial #,Failure Mode,Total Cost,Time to Objective,Num Comms
807,Out of Time,1248.00,300,14
808,Drones got Stuck,556.00,111,27
809,Out of Time,1212.00,300,5
810,Out of Time,1244.00,300,13
811,Out of Time,1216.00,300,6
812,No Failure,579.00,143,0
813,No Failure,19.00,2,0
814,Out of Time,1228.00,300,9
815,No Failure,359.00,88,0
816,Out of Time,1208.00,300,4
817,No Failure,215.00,52,0
818,Drones got Stuck,188.00,36,10
819,No Failure,876.00,200,20
820,Out of Time,1208.00,300,4
821,Drones got Stuck,704.00,151,25
822,Budget runs out,1280.00,293,47
823,Budget runs out,1284.00,279,59
824,Drones got Stuck,1140.00,255,46
825,Out of Time,1232.00,300,11
826,No Failure,832.00,200,9
827,No Failure,883.00,217,2
828,No Failure,859.00,212,2
829,Drones got Stuck,1184.00,244,96
830,No Failure,423.00,103,0
831,No Failure,715.00,175,0
832,Budget runs out,1284.00,277,49
833,No Failure,1172.00,285,10
834,Drones got Stuck,1100.00,250,25
835,Budget runs out,1280.00,297,34
836,Drones got Stuck,836.00,192,18
837,No Failure,951.00,234,2
838,Drones got Stuck,484.00,92,31
839,Out of Time,1208.00,300,4
840,Drones got Stuck,572.00,125,21
841,Drones got Stuck,436.00,70,49
842,Drones got Stuck,564.00,126,19
843,No Failure,1007.00,248,2
844,Out of Time,1212.00,300,5
845,Budget runs out,1280.00,295,28
846,No Failure,675.00,166,0
847,No Failure,771.00,190,2
848,No Failure,775.00,191,2
849,Out of Time,1208.00,300,4
850,Out of Time,1224.00,300,8
851,No Failure,1111.00,272,5
852,Out of Time,1284.00,300,33
853,No Failure,811.00,200,2
854,Budget runs out,1284.00,293,30
855,No Failure,455.00,112,0
856,No Failure,707.00,173,2
857,Out of Time,1212.00,300,5
858,Drones got Stuck,1060.00,229,64
859,No Failure,431.00,105,0
860,No Failure,1039.00,255,4
861,Out of Time,1268.00,300,19
862,Drones got Stuck,296.00,62,11
863,No Failure,31.00,5,0
864,Drones got Stuck,524.00,110,20
865,No Failure,339.00,82,0
866,Out of Time,1248.00,300,14
867,Budget runs out,1280.00,271,60
868,Drones got Stuck,1136.00,234,50
869,No Failure,959.00,236,2
870,Drones got Stuck,448.00,90,21
871,Out of Time,1212.00,300,6
872,Out of Time,1208.00,300,4
873,Drones got Stuck,656.00,112,57
874,Out of Time,1208.00,300,4
875,Budget runs out,1284.00,295,28
876,No Failure,695.00,171,0
877,Drones got Stuck,356.00,69,38
878,Out of Time,1252.00,300,15
879,No Failure,376.00,77,17
880,Drones got Stuck,452.00,90,44
881,Drones got Stuck,500.00,108,16
882,No Failure,27.00,5,0
883,Drones got Stuck,616.00,130,23
884,No Failure,719.00,178,0
885,No Failure,847.00,209,2
886,No Failure,727.00,177,2
887,No Failure,423.00,104,0
888,No Failure,291.00,69,0
889,Drones got Stuck,420.00,78,46
890,No Failure,399.00,98,0
891,Out of Time,1208.00,300,4
892,Out of Time,1220.00,300,8
893,Out of Time,1208.00,300,4
894,No Failure,315.00,76,0
895,Out of Time,1208.00,300,4
896,Out of Time,1240.00,300,13
897,Drones got Stuck,804.00,181,20
898,No Failure,1231.00,293,14
899,Drones got Stuck,1164.00,231,60
900,No Failure,291.00,70,0
901,Out of Time,1208.00,300,4
902,No Failure,207.00,50,0
903,Out of Time,1212.00,300,6
904,Drones got Stuck,280.00,51,18
905,Out of Time,1248.00,300,16
906,Drones got Stuck,628.00,121,35
907,Budget runs out,1280.00,288,34
908,Drones got Stuck,424.00,80,25
909,Out of Time,1208.00,300,4
910,Drones got Stuck,496.00,106,17
911,Out of Time,1220.00,300,7
912,No Failure,435.00,107,0
913,Drones got Stuck,248.00,50,15
914,No Failure,695.00,171,0
915,Out of Time,1280.00,300,26
916,Drones got Stuck,1260.00,296,21
917,Drones got Stuck,740.00,145,39
918,Drones got Stuck,936.00,221,13
919,Drones got Stuck,336.00,61,25
920,No Failure,355.00,87,0
921,Drones got Stuck,1060.00,229,37
922,No Failure,371.00,90,0
923,Drones got Stuck,652.00,151,18
924,No Failure,1179.00,290,4
925,Out of Time,1268.00,300,34
926,No Failure,383.00,92,0
927,Drones got Stuck,568.00,130,12
928,Drones got Stuck,444.00,94,16
929,Out of Time,1228.00,300,9
930,No Failure,1276.00,272,53
931,Drones got Stuck,524.00,95,41
932,Out of Time,1248.00,300,14
933,Drones got Stuck,852.00,200,13
934,Drones got Stuck,880.00,205,15
935,Drones got Stuck,1176.00,259,53
936,Drones got Stuck,252.00,39,23
937,No Failure,883.00,215,2
938,No Failure,271.00,66,0
939,Out of Time,1276.00,300,37
940,Budget runs out,1280.00,294,28
941,Out of Time,1220.00,300,7
942,Drones got Stuck,840.00,189,25
943,Drones got Stuck,716.00,161,19
944,No Failure,1059.00,261,4
945,No Failure,583.00,136,12
946,Drones got Stuck,1084.00,251,20
947,Drones got Stuck,300.00,53,37
948,Drones got Stuck,1128.00,252,32
949,Drones got Stuck,1220.00,253,52
950,Drones got Stuck,1248.00,262,63
951,Drones got Stuck,668.00,130,53
952,Drones got Stuck,672.00,154,13
953,No Failure,687.00,169,0
954,Drones got Stuck,796.00,165,33
955,Budget runs out,1280.00,292,35
956,Drones got Stuck,980.00,230,15
957,Drones got Stuck,1068.00,192,75
958,Drones got Stuck,164.00,30,10
959,Drones got Stuck,796.00,187,12
960,Drones got Stuck,656.00,138,43
961,No Failure,619.00,153,0
962,Out of Time,1268.00,300,24
963,Drones got Stuck,1180.00,265,30
964,Drones got Stuck,732.00,172,19
965,Budget runs out,1280.00,282,58
966,Drones got Stuck,468.00,101,15
967,Drones got Stuck,1216.00,276,45
968,No Failure,811.00,200,2
969,Drones got Stuck,380.00,82,12
970,No Failure,683.00,166,0
971,Drones got Stuck,856.00,201,13
972,Out of Time,1208.00,300,4
973,Drones got Stuck,1216.00,290,15
974,Budget runs out,1280.00,299,23
975,No Failure,339.00,82,0
976,Out of Time,1208.00,300,4
977,Out of Time,1220.00,300,8
978,No Failure,55.00,11,0
979,Drones got Stuck,824.00,191,15
980,Out of Time,1244.00,300,13
981,Out of Time,1260.00,300,21
982,No Failure,775.00,190,2
983,No Failure,303.00,75,0
984,No Failure,771.00,189,2
985,Drones got Stuck,404.00,79,21
986,Drones got Stuck,1108.00,255,37
987,No Failure,1207.00,286,15
988,Drones got Stuck,736.00,164,20
989,Out of Time,1252.00,300,25
990,Budget runs out,1280.00,283,56
991,Out of Time,1208.00,300,4
992,No Failure,511.00,122,0
993,No Failure,451.00,111,0
994,No Failure,703.00,174,0
995,Out of Time,1264.00,300,22
996,Drones got Stuck,1212.00,281,23
997,Drones got Stuck,616.00,124,29
998,No Failure,1163.00,276,18
999,Drones got Stuck,1020.00,193,68
1000,No Failure,827.00,201,2
1001,Out of Time,1208.00,300,4
1002,Out of Time,1208.00,300,4
1003,Drones got Stuck,912.00,215,13
1004,Drones got Stuck,544.00,115,20
1005,Drones got Stuck,432.00,81,37
1006,Out of Time,1208.00,300,4
1007,No Failure,375.00,89,0
1008,Budget runs out,1284.00,298,25
1009,Drones got Stuck,992.00,235,13
1010,Out of Time,1244.00,300,13
1011,No Failure,572.00,132,11
1012,No Failure,1247.00,288,23
1013,Out of Time,1212.00,300,5
1014,Drones got Stuck,376.00,75,18
1015,Out of Time,1252.00,300,17
1016,Drones got Stuck,1256.00,299,27
1017,Drones got Stuck,1208.00,272,52
1018,Drones got Stuck,944.00,223,13
1019,No Failure,1067.00,244,25
1020,Drones got Stuck,336.00,72,11
1021,No Failure,771.00,189,2
1022,Out of Time,1208.00,300,4
1023,Out of Time,1224.00,300,8
1024,Out of Time,1252.00,300,19
1025,Drones got Stuck,824.00,147,59
1026,Budget runs out,1280.00,283,39
1027,Out of Time,1256.00,300,16
1028,Drones got Stuck,448.00,100,11
1029,Out of Time,1280.00,300,36
1030,No Failure,411.00,101,0
1031,Budget runs out,1280.00,287,57
1032,No Failure,495.00,120,0
1033,No Failure,391.00,96,0
1034,Drones got Stuck,1088.00,259,14
1035,No Failure,907.00,221,4
1036,Out of Time,1244.00,300,14
1037,No Failure,1107.00,245,39
1038,No Failure,819.00,201,2
1039,Budget runs out,1280.00,299,40
1040,Drones got Stuck,252.00,52,13
1041,Out of Time,1212.00,300,5
1042,Out of Time,1228.00,300,9
1043,Budget runs out,1280.00,297,26
1044,Drones got Stuck,156.00,28,10
1045,No Failure,771.00,189,2
1046,Drones got Stuck,276.00,43,25
1047,No Failure,267.00,65,0
1048,No Failure,515.00,112,16
1049,Drones got Stuck,496.00,105,18
1050,Budget runs out,1280.00,284,52
1051,Out of Time,1252.00,300,22
1052,Drones got Stuck,1080.00,253,27
1053,Drones got Stuck,1256.00,299,16
1054,No Failure,595.00,147,0
1055,Out of Time,1244.00,300,14
1056,Drones got Stuck,608.00,139,13
1057,Out of Time,1240.00,300,14
1058,Drones got Stuck,980.00,232,13
1059,Out of Time,1244.00,300,13
1060,Out of Time,1208.00,300,4
1061,Out of Time,1232.00,300,10
1062,Out of Time,1256.00,300,16
1063,Drones got Stuck,200.00,39,10
1064,Out of Time,1256.00,300,17
1065,No Failure,815.00,200,2
1066,No Failure,399.00,97,0
1067,Drones got Stuck,732.00,162,21
1068,Out of Time,1228.00,300,9
1069,Drones got Stuck,652.00,151,21
1070,No Failure,735.00,181,1
1071,Out of Time,1280.00,300,32
1072,Out of Time,1236.00,300,11
1073,No Failure,539.00,133,0
1074,Out of Time,1216.00,300,6
1075,Drones got Stuck,320.00,62,18
1076,Out of Time,1208.00,300,4
1077,Out of Time,1264.00,300,18
1078,Drones got Stuck,1276.00,298,27
1079,No Failure,579.00,138,4
1080,Drones got Stuck,256.00,42,21
1081,Drones got Stuck,620.00,144,18
1082,Out of Time,1232.00,300,11
1083,No Failure,548.00,117,20
1084,No Failure,727.00,157,21
1085,Drones got Stuck,720.00,124,55
1086,Drones got Stuck,468.00,104,12
1087,No Failure,1019.00,246,13
1088,No Failure,315.00,77,0
1089,No Failure,791.00,194,2
1090,No Failure,843.00,207,2
1091,No Failure,875.00,207,11
1092,Drones got Stuck,304.00,63,12
1093,No Failure,1079.00,253,16
1094,No Failure,839.00,205,4
1095,No Failure,767.00,188,3
1096,Out of Time,1208.00,300,4
1097,No Failure,927.00,229,2
1098,Out of Time,1212.00,300,5
1099,Drones got Stuck,468.00,106,10
1100,Drones got Stuck,764.00,178,22
1101,Drones got Stuck,296.00,61,12
1102,Drones got Stuck,296.00,60,13
1103,Drones got Stuck,544.00,98,37
1104,Budget runs out,1280.00,285,37
1105,Budget runs out,1284.00,288,43
1106,No Failure,699.00,172,0
1107,Out of Time,1208.00,300,4
1108,Drones got Stuck,996.00,236,23
1109,Drones got Stuck,596.00,133,28
1110,No Failure,1027.00,241,18
1111,Budget runs out,1280.00,297,25
1112,Drones got Stuck,228.00,46,10
1113,Drones got Stuck,368.00,65,45
1114,No Failure,379.00,93,0
1115,Drones got Stuck,464.00,90,25
1116,Drones got Stuck,1224.00,291,16
1117,No Failure,435.00,106,0
1118,Out of Time,1208.00,300,4
1119,No Failure,231.00,55,0
1120,Out of Time,1244.00,300,13
1121,Out of Time,1264.00,300,18
1122,Out of Time,1236.00,300,15
1123,Drones got Stuck,1192.00,284,17
1124,No Failure,331.00,80,0
1125,No Failure,779.00,189,2
1126,No Failure,1023.00,252,4
1127,Budget runs out,1280.00,297,25
1128,No Failure,563.00,136,0
1129,Budget runs out,1280.00,278,44
1130,Drones got Stuck,224.00,45,10
1131,Drones got Stuck,324.00,62,18
1132,No Failure,795.00,194,2
1133,Out of Time,1208.00,300,4
1134,No Failure,1067.00,262,5
1135,No Failure,215.00,49,0
1136,No Failure,863.00,209,2
1137,No Failure,923.00,228,2
1138,No Failure,943.00,232,2
1139,Drones got Stuck,1008.00,235,17
1140,No Failure,239.00,57,0
1141,No Failure,443.00,109,0
1142,Out of Time,1276.00,300,21
1143,Out of Time,1208.00,300,4
1144,Budget runs out,1280.00,290,33
1145,No Failure,807.00,198,2
1146,Drones got Stuck,188.00,36,10
1147,No Failure,395.00,94,0
1148,No Failure,335.00,82,0
1149,Drones got Stuck,884.00,207,15
1150,Drones got Stuck,872.00,173,45
1151,No Failure,279.00,67,0
1152,No Failure,383.00,93,0
1153,No Failure,335.00,80,0
1154,No Failure,915.00,226,2
1155,Out of Time,1232.00,300,10
1156,Drones got Stuck,920.00,213,19
1157,Drones got Stuck,256.00,53,10
1158,No Failure,347.00,84,0
1159,Drones got Stuck,404.00,69,31
1160,No Failure,535.00,132,0
1161,Drones got Stuck,520.00,107,26
1162,Out of Time,1232.00,300,11
1163,Drones got Stuck,1144.00,264,23
1164,No Failure,247.00,59,0
1165,Drones got Stuck,320.00,69,16
1166,No Failure,351.00,84,0
1167,Drones got Stuck,916.00,209,25
1168,No Failure,1120.00,275,7
1169,Drones got Stuck,932.00,218,15
1170,Out of Time,1216.00,300,6
1171,Drones got Stuck,1032.00,245,13
1172,No Failure,1147.00,282,4
1173,No Failure,359.00,87,0
1174,Drones got Stuck,864.00,191,25
1175,Drones got Stuck,1012.00,240,13
1176,Drones got Stuck,428.00,90,18
1177,Drones got Stuck,288.00,58,13
1178,Out of Time,1208.00,300,4
1179,No Failure,327.00,80,0
1180,Drones got Stuck,612.00,138,15
1181,Drones got Stuck,1160.00,268,23
1182,Drones got Stuck,924.00,203,30
1183,Drones got Stuck,460.00,93,21
1184,Drones got Stuck,296.00,62,11
1185,Drones got Stuck,640.00,121,47
1186,No Failure,227.00,54,0
1187,Budget runs out,1280.00,296,26
1188,No Failure,387.00,94,0
1189,Out of Time,1240.00,300,12
1190,No Failure,31.00,4,0
1191,Out of Time,1208.00,300,4
1192,Out of Time,1244.00,300,20
1193,No Failure,347.00,85,0
1194,Drones got Stuck,1204.00,233,87
1195,Drones got Stuck,1100.00,261,21
1196,No Failure,775.00,189,2
1197,Drones got Stuck,512.00,108,19
1198,Drones got Stuck,1188.00,267,56
1199,No Failure,455.00,111,0
1200,No Failure,1091.00,269,4
1201,Out of Time,1248.00,300,23
1202,No Failure,883.00,203,25
1203,No Failure,763.00,188,2
1204,Drones got Stuck,372.00,64,28
1205,Out of Time,1228.00,300,9
1206,No Failure,547.00,133,0
1207,Drones got Stuck,1032.00,245,16
1208,Out of Time,1224.00,300,8
1209,Drones got Stuck,968.00,221,36
1210,No Failure,539.00,116,17
1211,No Failure,695.00,171,0
1212,No Failure,796.00,191,9
1213,Drones got Stuck,1084.00,254,18
1214,Budget runs out,1280.00,298,42
1215,Drones got Stuck,1032.00,225,46
1216,Drones got Stuck,692.00,161,12
1217,No Failure,359.00,87,0
1218,Drones got Stuck,732.00,165,18
1219,No Failure,15.00,1,0
1220,No Failure,931.00,230,2
1221,No Failure,1039.00,245,14
1222,No Failure,763.00,185,5
1223,Drones got Stuck,1112.00,259,22
1224,No Failure,1184.00,289,9
1225,Budget runs out,1280.00,287,35
1226,No Failure,743.00,182,2
1227,No Failure,755.00,185,4
1228,Out of Time,1272.00,300,20
1229,No Failure,615.00,151,0
1230,Drones got Stuck,876.00,173,46
1231,No Failure,267.00,64,0
1232,No Failure,387.00,94,0
1233,Drones got Stuck,280.00,58,11
1234,No Failure,7.00,1,0
1235,Drones got Stuck,1096.00,261,19
1236,Drones got Stuck,352.00,75,12
1237,Drones got Stuck,1024.00,233,23
1238,Drones got Stuck,1148.00,264,24
1239,Drones got Stuck,572.00,128,14
1240,Drones got Stuck,244.00,49,11
1241,Drones got Stuck,1012.00,231,22
1242,Drones got Stuck,480.00,85,34
1243,No Failure,1235.00,297,4
1244,Out of Time,1220.00,300,7
1245,Drones got Stuck,308.00,54,22
1246,Drones got Stuck,252.00,52,10
1247,Drones got Stuck,920.00,202,32
1248,No Failure,739.00,182,0
1249,No Failure,843.00,208,2
1250,Drones got Stuck,1084.00,254,18
1251,No Failure,267.00,65,0
1252,Out of Time,1208.00,300,4
1253,Out of Time,1224.00,300,10
1254,Drones got Stuck,860.00,191,45
1255,No Failure,1043.00,256,4
1256,No Failure,707.00,175,0
1257,No Failure,503.00,124,0
1258,Out of Time,1240.00,300,12
1259,Out of Time,1212.00,300,5
1260,Drones got Stuck,1044.00,248,14
1261,Drones got Stuck,804.00,189,12
1262,Budget runs out,1284.00,297,43
1263,No Failure,931.00,228,3
1264,Out of Time,1276.00,300,21
1265,No Failure,728.00,175,8
1266,Out of Time,1248.00,300,20
1267,No Failure,299.00,71,0
1268,No Failure,635.00,154,0
1269,Out of Time,1216.00,300,7
1270,No Failure,463.00,113,0
1271,Out of Time,1212.00,300,6
1272,Budget runs out,1284.00,296,27
1273,Drones got Stuck,864.00,197,34
1274,Drones got Stuck,1208.00,242,66
1275,No Failure,675.00,167,0
1276,Drones got Stuck,880.00,205,26
1277,No Failure,311.00,76,0
1278,Budget runs out,1280.00,291,39
1279,Drones got Stuck,764.00,172,19
1280,No Failure,175.00,42,0
1281,Drones got Stuck,300.00,64,10
1282,No Failure,827.00,203,2
1283,Drones got Stuck,244.00,50,10
1284,Out of Time,1232.00,300,11
1285,Drones got Stuck,980.00,231,20
1286,No Failure,423.00,103,0
1287,No Failure,1043.00,234,25
1288,Drones got Stuck,812.00,177,26
1289,No Failure,31.00,3,0
1290,Drones got Stuck,1064.00,228,68
1291,No Failure,851.00,210,2
1292,Drones got Stuck,664.00,140,37
1293,No Failure,335.00,81,0
1294,Drones got Stuck,816.00,188,16
1295,No Failure,699.00,173,0
1296,Out of Time,1208.00,300,4
1297,No Failure,687.00,168,4
1298,Out of Time,1208.00,300,4
1299,Drones got Stuck,944.00,210,26
1300,No Failure,375.00,91,0
1301,No Failure,1027.00,252,4
1302,Out of Time,1260.00,300,24
1303,Out of Time,1232.00,300,10
1304,Out of Time,1268.00,300,19
1305,Out of Time,1240.00,300,12
1306,No Failure,427.00,97,7
1307,No Failure,1191.00,293,4
1308,No Failure,47.00,7,0
1309,No Failure,555.00,137,0
1310,Drones got Stuck,260.00,54,11
1311,Drones got Stuck,500.00,107,17
1312,Out of Time,1232.00,300,11
1313,No Failure,279.00,67,0
1314,Budget runs out,1280.00,269,90
1315,Out of Time,1208.00,300,4
1316,Drones got Stuck,592.00,136,21
1317,Out of Time,1208.00,300,4
1318,No Failure,999.00,243,6
1319,No Failure,1188.00,286,13
1320,Budget runs out,1291.00,299,42
1321,Out of Time,1208.00,300,4
1322,Out of Time,1268.00,300,19
1323,Budget runs out,1280.00,291,31
1324,Drones got Stuck,568.00,124,17
1325,No Failure,1204.00,282,21
1326,No Failure,495.00,122,0
1327,No Failure,555.00,137,0
1328,Out of Time,1276.00,300,21
1329,Drones got Stuck,108.00,16,10
1330,Drones got Stuck,988.00,227,20
1331,Drones got Stuck,916.00,204,35
1332,Drones got Stuck,492.00,91,31
1333,Drones got Stuck,928.00,219,17
1334,Drones got Stuck,700.00,163,12
1335,Out of Time,1208.00,300,4
1336,No Failure,767.00,189,2
1337,Budget runs out,1280.00,295,48
1338,Drones got Stuck,1168.00,277,16
1339,Budget runs out,1280.00,288,38
1340,No Failure,1068.00,254,14
1341,Drones got Stuck,852.00,184,33
1342,Out of Time,1240.00,300,12
1343,No Failure,623.00,151,0
1344,Out of Time,1224.00,300,11
1345,Out of Time,1232.00,300,10
1346,Drones got Stuck,344.00,62,23
1347,Out of Time,1220.00,300,7
1348,Drones got Stuck,568.00,124,31
1349,Drones got Stuck,480.00,94,25
1350,Drones got Stuck,704.00,163,13
1351,Out of Time,1208.00,300,4
1352,Drones got Stuck,452.00,90,22
1353,No Failure,771.00,166,42
1354,No Failure,259.00,62,0
1355,No Failure,279.00,68,0
1356,Drones got Stuck,872.00,203,23
1357,Drones got Stuck,844.00,198,13
1358,No Failure,475.00,116,1
1359,Drones got Stuck,628.00,145,12
1360,No Failure,827.00,203,2
1361,Drones got Stuck,540.00,123,11
1362,No Failure,303.00,74,0
1363,No Failure,1051.00,259,2
1364,No Failure,959.00,237,3
1365,Drones got Stuck,1184.00,283,14
1366,Drones got Stuck,464.00,104,12
1367,Drones got Stuck,1116.00,259,27
1368,No Failure,335.00,81,0
1369,Drones got Stuck,1008.00,239,13
1370,Out of Time,1232.00,300,10
1371,No Failure,319.00,75,0
1372,Drones got Stuck,876.00,200,19
1373,Budget runs out,1280.00,290,32
1374,No Failure,363.00,87,0
1375,No Failure,827.00,204,2
1376,Out of Time,1220.00,300,8
1377,Drones got Stuck,924.00,187,44
1378,Drones got Stuck,960.00,205,47
1379,Out of Time,1228.00,300,9
1380,Drones got Stuck,1204.00,286,16
1381,No Failure,275.00,67,0
1382,Drones got Stuck,996.00,204,45
1383,Drones got Stuck,608.00,140,11
1384,Drones got Stuck,544.00,115,20
1385,No Failure,0.00,0,0
1386,No Failure,700.00,166,9
1387,Out of Time,1208.00,300,4
1388,No Failure,875.00,216,2
1389,No Failure,191.00,46,0
1390,No Failure,795.00,195,2
1391,No Failure,979.00,241,2
1392,Out of Time,1228.00,300,10
1393,Out of Time,1208.00,300,4
1394,Drones got Stuck,740.00,170,18
1395,Drones got Stuck,428.00,90,16
1396,Out of Time,1228.00,300,9
1397,Out of Time,1224.00,300,8
1398,Out of Time,1208.00,300,4
1399,Drones got Stuck,464.00,92,23
1400,Drones got Stuck,496.00,99,31
1401,Drones got Stuck,420.00,89,15
1402,No Failure,331.00,82,0
1403,Drones got Stuck,600.00,127,22
1404,No Failure,659.00,158,0
1405,No Failure,827.00,203,2
1406,No Failure,11.00,1,0
1407,Budget runs out,1284.00,293,47
1408,No Failure,355.00,87,0
1409,No Failure,855.00,210,2
1410,Budget runs out,1280.00,292,38
1411,Out of Time,1208.00,300,4
1412,Drones got Stuck,964.00,187,83
1413,No Failure,323.00,79,0
1414,No Failure,311.00,64,11
1415,Out of Time,1212.00,300,6
1416,Drones got Stuck,584.00,115,46
1417,Drones got Stuck,1172.00,259,35
1418,Out of Time,1244.00,300,13
1419,Drones got Stuck,636.00,128,40
1420,Drones got Stuck,228.00,46,10
1421,Drones got Stuck,380.00,80,14
1422,Out of Time,1252.00,300,24
1423,Out of Time,1220.00,300,7
